LE_1,LE_2,L1_1,L1_2,L3_1,L3_2,LE_IDR,L1_IDR,L3_IDR,summit_agreement,k4cluster,k11cluster,k4weights,k11weights,LE_nonNormed,L1_nonNormed,L3_nonNormed,LE_std,L1_std,L3_std,name,cluster.description,variance,peak,WBGeneID,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest
0.444785,0.567041,1.38405,1.526069,2.99178,3.032422,0,0,1,22.5,4,11,0.769,1.000,0.506,1.455,3.012,-0.910,-0.160,1.070,ELT2peak09745,Increasing,1.601039267088083,ELT2peak09745,WBGene00000217,13218977,13221462,-,overlapStart,-1338,163,Overlapping
1.111361,1.49304,2.43296,2.613532,3.949959,3.447459,0,0,1,41.5,4,10,0.986,1.000,1.302,2.523,3.699,-1.006,0.013,0.994,ELT2peak09746,Increasing,1.4359863946685834,ELT2peak09746,WBGene00004826,13222920,13223546,-,overlapEnd,449,208,Overlapping
2.150839,1.984403,4.140779,4.307428,5.928586,5.917779,1,1,1,21,4,10,0.998,1.000,2.068,4.224,5.923,-1.037,0.079,0.958,ELT2peak09747,Increasing,3.733773450221584,ELT2peak09747,WBGene00004827,13225818,13226678,-,overlapEnd,762,57,Overlapping
1.63743,2.115477,2.43296,2.226508,1.906891,2.184425,1,0,1,113.625,0,0,0.000,0.000,1.876,2.330,2.046,-0.906,1.073,-0.167,ELT2peak09748,Not_Changing,0.0524654247127501,ELT2peak09748,WBGene00004827,13225818,13226678,-,overlapStart,-691,242,Overlapping
0.97728,0.736966,3.38405,3.049631,2.590417,2.447459,0,0,1,11,2,7,0.982,1.000,0.857,3.217,2.519,-1.106,0.841,0.265,ELT2peak09749,Larval,1.4694939455895832,ELT2peak09749,WBGene00010693,13247263,13248426,-,overlapEnd,710,118,Overlapping
0.981384,1.131245,1.959028,2.333424,6.062169,5.991779,0,1,1,21.75,3,9,0.663,1.000,1.056,2.146,6.027,-0.773,-0.356,1.129,ELT2peak09750,L3_High,6.825927997046083,ELT2peak09750,WBGene00010693,13247263,13248426,-,inside,60,276,Overlapping
1.892244,1.254573,1.941106,1.263034,2.971021,3.423211,1,0,1,68.5,3,9,0.985,1.000,1.573,1.602,3.197,-0.593,-0.562,1.155,ELT2peak09752,L3_High,0.8635698782090833,ELT2peak09752,WBGene00003626,13251964,13256282,+,overlapStart,-2289,341,Overlapping
1.444785,1.13493,2.111031,2.695994,2.769387,2.562936,0,0,1,7,4,8,0.618,1.000,1.290,2.404,2.666,-1.136,0.388,0.748,ELT2peak09753,Increasing,0.5339041094403333,ELT2peak09753,WBGene00003626,13251964,13256282,+,inside,1183,324,Overlapping
1.222392,1.192645,2.918386,1.847997,2.769387,3.254814,0,0,1,125.5,4,10,0.932,1.000,1.208,2.383,3.012,-1.085,0.199,0.886,ELT2peak09754,Increasing,0.8390416213223332,ELT2peak09754,WBGene00003626,13251964,13256282,+,overlapEnd,2367,157,Overlapping
3.519009,3.605721,3.9855,4.64501,5.378196,5.784337,1,1,1,21.444444444651406,4,11,0.753,1.000,3.562,4.315,5.581,-0.906,-0.168,1.073,ELT2peak09755,Increasing,1.04093195615575,ELT2peak09755,WBGene00164968,13257847,13260898,+,overlapStart,-1524,364,Overlapping
1.052467,1.54432,2.847997,3.226509,1.862497,2.669852,1,0,0,64.5,2,5,0.901,1.000,1.298,3.037,2.266,-1.036,0.960,0.075,ELT2peak09757,Larval,0.7591324129772499,ELT2peak09757,WBGene00010704,13262495,13264589,+,overlapStart,-1212,272,Overlapping
2.129283,1.85561,1.847997,1.811471,3.720478,3.534922,1,0,1,22.375,3,9,0.987,1.000,1.992,1.830,3.628,-0.494,-0.657,1.151,ELT2peak09758,L3_High,0.9888685173457499,ELT2peak09758,WBGene00010705,13265041,13267338,-,overlapEnd,1416,33,Overlapping
1.752907,1.535332,1.432959,1.613532,3.202347,3.686925,0,0,1,4.5,3,9,0.993,1.000,1.644,1.523,3.445,-0.520,-0.633,1.153,ELT2peak09759,L3_High,1.1580352740230835,ELT2peak09759,WBGene00011009,13282096,13284204,-,inside,68,752,Overlapping
3.173483,3.208586,1.748461,1.895303,4.94996,5.548997,1,0,1,18.625,3,6,0.773,1.000,3.191,1.822,5.249,-0.133,-0.927,1.060,ELT2peak09760,L3_High,2.976698006034084,ELT2peak09760,WBGene00011013,13307282,13308845,-,overlapEnd,869,254,Overlapping
2.196397,2.364411,3.613532,3.969012,6.491853,6.673068,1,1,1,44.333333333333336,4,11,0.691,1.000,2.280,3.791,6.582,-0.888,-0.196,1.083,ELT2peak09761,Increasing,4.7635242475247495,ELT2peak09761,WBGene00009796,13310227,13311830,-,inside,66,427,Overlapping
1,1.13493,4.111032,4.613532,4.576742,4.630681,0,1,1,25.5,2,8,0.600,1.000,1.067,4.362,4.604,-1.153,0.515,0.637,ELT2peak09762,Larval,3.9031910959535843,ELT2peak09762,WBGene00009796,13310227,13311830,-,overlapStart,-888,258,Overlapping
1.54432,1.222392,2.333424,2.38405,2.032421,2.254814,0,0,1,68.5,2,7,0.986,1.000,1.383,2.359,2.144,-1.129,0.774,0.355,ELT2peak09765,Larval,0.2626070071372498,ELT2peak09765,WBGene00009797,13322963,13327854,+,inside,-1056,982,Overlapping
1.959358,1.621488,3.592158,3.280956,3.868923,3.985879,0,0,1,7,4,8,0.711,1.000,1.790,3.437,3.927,-1.127,0.344,0.783,ELT2peak09766,Increasing,1.2528933251293333,ELT2peak09766,WBGene00004801,13328252,13331248,+,overlapStart,-1510,153,Overlapping
1.222393,1.76651,1.432959,2.169925,3.769387,3.562936,0,0,1,3.5,3,9,0.854,1.000,1.494,1.801,3.666,-0.703,-0.442,1.145,ELT2peak09767,L3_High,1.3812910508117502,ELT2peak09767,WBGene00004801,13328252,13331248,+,inside,-580,584,Overlapping
1.064851,1.061401,1.613532,2.169925,2.254814,2.447459,0,0,1,0.5,4,10,0.942,1.000,1.063,1.892,2.351,-1.081,0.189,0.892,ELT2peak09768,Increasing,0.4261014769300833,ELT2peak09768,WBGene00004802,13332014,13333825,+,overlapStart,-1152,93,Overlapping
2.254814,1.862496,2.82375,3.049631,5.022368,5.682675,0,1,1,37.375,3,11,0.514,1.000,2.059,2.937,5.353,-0.815,-0.301,1.116,ELT2peak09769,L3_High,2.90945704660725,ELT2peak09769,WBGene00009798,13334046,13336784,+,overlapStart,-1268,276,Overlapping
1.662965,1.70044,3.080658,3.111031,4.971021,5.439925,1,1,1,84.16666666666667,4,11,0.826,1.000,1.682,3.096,5.205,-0.928,-0.131,1.059,ELT2peak09770,Increasing,3.1445480901410825,ELT2peak09770,WBGene00004238,13338052,13348118,+,inside,-3775,886,Overlapping
1.281286,1.119582,3.280956,3.432959,4.147899,4.406817,0,0,1,19,4,8,0.856,1.000,1.200,3.357,4.277,-1.105,0.261,0.844,ELT2peak09771,Increasing,2.4941986647047494,ELT2peak09771,WBGene00004238,13338052,13348118,+,inside,-1058,3741,Overlapping
2.222393,2.462343,2.570463,3.169925,3.386058,3.562936,0,1,1,55.75,4,10,0.945,1.000,2.342,2.870,3.474,-0.977,-0.045,1.022,ELT2peak09773,Increasing,0.3209164124543333,ELT2peak09773,WBGene00003511,13349639,13350804,-,overlapEnd,442,276,Overlapping
0.485427,0.9386,2.9855,2.226508,2.184424,2.562936,0,0,1,60,2,7,0.929,1.000,0.712,2.606,2.374,-1.147,0.686,0.461,ELT2peak09780,Larval,1.0670516687147502,ELT2peak09780,WBGene00008213,13361201,13365294,-,inside,82,1304,Overlapping
1.784271,2.067114,3.735522,3.655352,3.417085,3.617384,0,0,1,17,2,7,0.904,1.000,1.926,3.695,3.517,-1.150,0.666,0.483,ELT2peak09785,Larval,0.9494596106750832,ELT2peak09785,WBGene00008519,13406674,13409644,-,overlapStart,-1657,81,Overlapping
1.307281,0.870717,3.695994,4.169925,4.562936,5.30544,0,0,1,23.5,4,8,0.780,1.000,1.089,3.933,4.934,-1.118,0.308,0.810,ELT2peak09787,Increasing,3.97934138008225,ELT2peak09787,WBGene00007810,13412463,13414617,+,overlapStart,-930,189,Overlapping
3.33787,2.888969,5.240314,5.613532,5.643856,5.923193,1,1,1,19.166666666666668,4,8,0.476,1.000,3.113,5.427,5.784,-1.146,0.450,0.696,ELT2peak09789,Increasing,2.101487297556584,ELT2peak09789,WBGene00007811,13416078,13418220,+,overlapStart,-1126,322,Overlapping
2.530515,2.448985,3.280956,3.169925,3.816693,4.643856,1,0,1,361.25,4,11,0.873,1.000,2.490,3.225,4.230,-0.945,-0.103,1.047,ELT2peak09790,Increasing,0.7633929024077502,ELT2peak09790,WBGene00007811,13416078,13418220,+,overlapEnd,1417,288,Overlapping
1.678949,1.492397,0.526069,0.400538,0.666576,1.474791,1,0,0,3,1,3,0.678,1.000,1.586,0.463,1.071,0.971,-1.026,0.055,ELT2peak09796,Embryo_Specific,0.31563965734008326,ELT2peak09796,WBGene00008524,13456889,13462619,-,inside,2386,346,Overlapping
1.222392,0.476438,1.9855,2.226508,2.862497,3.084889,0,0,1,4,4,10,0.987,1.000,0.849,2.106,2.974,-1.055,0.121,0.934,ELT2peak09797,Increasing,1.1407428561543334,ELT2peak09797,WBGene00000757,13469387,13470471,+,overlapEnd,705,178,Overlapping
1.473931,1.607682,1.464668,1.526069,3.386058,3.669851,0,0,1,0.5,3,9,0.995,1.000,1.541,1.495,3.528,-0.558,-0.597,1.154,ELT2peak09798,L3_High,1.347037938857333,ELT2peak09798,WBGene00006610,13472155,13475899,+,overlapStart,-2097,116,Overlapping
1.53555,1.695145,2.773996,3.169925,2.949959,3.562936,0,0,1,20.5,4,8,0.574,1.000,1.615,2.972,3.256,-1.139,0.408,0.732,ELT2peak09801,Increasing,0.7690901491563334,ELT2peak09801,WBGene00008939,13519663,13521537,+,overlapStart,-1284,20,Overlapping
1.173483,1.203533,2.111031,2.333424,2.447459,2.669852,0,0,1,62.5,4,8,0.747,1.000,1.189,2.222,2.559,-1.122,0.326,0.797,ELT2peak09802,Increasing,0.5098439959367499,ELT2peak09802,WBGene00003903,13522264,13527483,-,overlapEnd,2520,310,Overlapping
1.222393,0.573735,3.773996,3.918386,3.288761,4.33823,0,0,1,57.5,2,7,0.767,1.000,0.898,3.846,3.813,-1.155,0.587,0.568,ELT2peak09803,Larval,2.8653771058402504,ELT2peak09803,WBGene00003903,13522264,13527483,-,inside,-1690,525,Overlapping
2.105579,1.973033,2.555816,2.952333,4.012243,4.971021,1,1,1,85.11111111131807,4,11,0.502,1.000,2.039,2.754,4.492,-0.837,-0.270,1.107,ELT2peak09804,Increasing,1.5906504807790838,ELT2peak09804,WBGene00003903,13522264,13527483,-,overlapStart,-2702,288,Overlapping
1.70156,1.618571,4.901108,5.18428,6.555984,6.74514,1,1,1,25.833333333333332,4,10,0.894,1.000,1.660,5.043,6.651,-1.096,0.232,0.863,ELT2peak09805,Increasing,6.488745065158083,ELT2peak09805,WBGene00008940,13529088,13532032,+,overlapStart,-1646,219,Overlapping
1.778786,1.337035,3.480265,3.169925,1.801096,2.163666,0,0,1,10.5,2,5,0.677,1.000,1.558,3.325,1.982,-0.792,1.124,-0.332,ELT2peak09807,Larval,0.8509995247010834,ELT2peak09807,WBGene00010034,13578783,13581728,+,overlapStart,-1540,180,Overlapping
1.408805,0.915466,1.918386,2.526069,2.562936,2.321928,0,0,1,16.5,4,8,0.571,1.000,1.162,2.222,2.442,-1.140,0.409,0.731,ELT2peak09809,Increasing,0.46857403303275,ELT2peak09809,WBGene00006816,13584775,13589820,+,inside,-2156,10,Overlapping
0.516124,0.678072,2.333424,2.226508,2.184425,2.769387,0,0,1,156,2,8,0.511,1.000,0.597,2.280,2.477,-1.149,0.479,0.670,ELT2peak09810,Larval,1.0674180309813333,ELT2peak09810,WBGene00006816,13584775,13589820,+,inside,1792,142,Overlapping
1.879505,1.982078,1.630405,1.248535,3.506353,4.147899,0,0,1,1.5,3,6,0.929,1.000,1.931,1.439,3.827,-0.371,-0.761,1.133,ELT2peak09812,L3_High,1.589730421098083,ELT2peak09812,WBGene00000262,13598449,13599687,+,overlapStart,-776,77,Overlapping
3.595851,3.228624,2.111031,2.111031,2.277534,2.862497,1,1,1,33.77777777798474,1,3,0.801,1.000,3.412,2.111,2.570,1.083,-0.889,-0.194,ELT2peak09815,Embryo_Specific,0.43552383736108313,ELT2peak09815,WBGene00007288,13664589,13665352,+,overlapEnd,698,28,Overlapping
0.949374,0.370643,2.695994,3.111032,2.184425,2.321928,0,0,1,180,2,7,0.983,1.000,0.660,2.904,2.253,-1.108,0.836,0.272,ELT2peak09822,Larval,1.3324057134960832,ELT2peak09822,WBGene00010505,13708619,13711964,-,overlapStart,-1672,521,Overlapping
2.018859,1.530515,2.847997,3.140779,2.949959,2.669851,0,1,1,14.75,2,7,0.954,1.000,1.775,2.994,2.810,-1.143,0.712,0.431,ELT2peak09823,Larval,0.4322301357023332,ELT2peak09823,WBGene00010773,13714157,13716298,+,inside,-352,463,Overlapping
2.306457,2.09311,2.811471,2.847997,3.447459,3.321928,1,0,1,37.25,4,10,0.996,1.000,2.200,2.830,3.385,-1.020,0.042,0.978,ELT2peak09824,Increasing,0.3514715645317502,ELT2peak09824,WBGene00010773,13714157,13716298,+,overlapEnd,1344,102,Overlapping
1.148392,1.690672,4.226508,4.333424,2.084889,2.862497,0,1,1,39.875,2,5,0.763,1.000,1.420,4.280,2.474,-0.902,1.075,-0.173,ELT2peak09825,Larval,2.0926600388009997,ELT2peak09825,WBGene00010774,13717584,13719217,+,overlapStart,-896,256,Overlapping
2.321928,2.110183,2.847997,3.480265,4.534922,4.928586,0,1,1,120.875,4,11,0.764,1.000,2.216,3.164,4.732,-0.909,-0.163,1.071,ELT2peak09826,Increasing,1.6141713277885834,ELT2peak09826,WBGene00010776,13727298,13734404,+,inside,-178,2879,Overlapping
0.922832,0.909802,2.111032,1.918386,3.254814,3.184424,0,0,1,42.5,4,10,0.958,1.000,0.916,2.015,3.220,-0.984,-0.031,1.015,ELT2peak09829,Increasing,1.3272455328279997,ELT2peak09829,WBGene00003661,13747315,13751777,+,inside,-1303,649,Overlapping
1.281286,0.777608,1.9855,1.847997,2.669852,2.447459,0,0,1,7,4,10,0.992,1.000,1.029,1.917,2.559,-1.049,0.107,0.942,ELT2peak09830,Increasing,0.5896378641705833,ELT2peak09830,WBGene00003661,13747315,13751777,+,overlapEnd,2028,338,Overlapping
0.789433,1.192645,3.333424,3.226509,2.862497,2.862497,0,0,1,21,2,7,0.973,1.000,0.991,3.280,2.862,-1.138,0.740,0.398,ELT2peak09832,Larval,1.4859708215750833,ELT2peak09832,WBGene00010115,13755771,13759391,+,inside,-365,663,Overlapping
0.691878,0.830075,3.333424,3.735522,4.643856,4.892244,0,1,1,7.75,4,10,0.871,1.000,0.761,3.534,4.768,-1.101,0.250,0.851,ELT2peak09833,Increasing,4.211772180807251,ELT2peak09833,WBGene00010116,13760237,13763998,+,overlapStart,-1872,230,Overlapping
0.793549,0.804984,1.464668,1.695994,4.590417,4.590417,0,0,1,12,3,9,0.701,1.000,0.799,1.580,4.590,-0.761,-0.371,1.133,ELT2peak09834,L3_High,4.007250265701084,ELT2peak09834,WBGene00010117,13765331,13770558,-,inside,493,1886,Overlapping
1.045515,1.016488,2.847997,2.695994,2.184424,2.447459,0,0,1,294,2,7,0.988,1.000,1.031,2.772,2.316,-1.117,0.811,0.306,ELT2peak09843,Larval,0.8150193604253335,ELT2peak09843,WBGene00014215,13798222,13809857,-,overlapEnd,5590,447,Overlapping
1.591626,1.366128,4.901108,5.294253,2.669851,3.720478,0,1,1,35.25,2,5,0.841,1.000,1.479,5.098,3.195,-0.982,1.017,-0.034,ELT2peak09844,Larval,3.2768247807540836,ELT2peak09844,WBGene00014215,13798222,13809857,-,inside,554,4921,Overlapping
1.594361,1.415038,2.43296,2.847997,3.184424,2.862497,0,1,1,15.75,4,8,0.762,1.000,1.505,2.640,3.023,-1.120,0.318,0.803,ELT2peak09845,Increasing,0.623884020714333,ELT2peak09845,WBGene00014215,13798222,13809857,-,inside,-854,4554,Overlapping
2.687061,2.701919,2.480265,2.655352,3.447459,3.862496,1,0,0,6.5,3,6,0.978,1.000,2.694,2.568,3.655,-0.468,-0.681,1.148,ELT2peak09846,L3_High,0.3534201457765835,ELT2peak09846,WBGene00006676,13817999,13823582,-,inside,1790,725,Overlapping
0.392317,0.644519,2.333424,2.773996,2.669852,2.184425,0,0,1,30.5,2,7,0.852,1.000,0.518,2.554,2.427,-1.153,0.632,0.521,ELT2peak09850,Larval,1.300274636166083,ELT2peak09850,WBGene00011904,13865038,13882693,-,inside,6754,1698,Overlapping
1.807355,1.777608,4.384049,3.918386,5.129283,5.35435,0,0,1,1,4,10,0.885,1.000,1.792,4.151,5.242,-1.098,0.240,0.858,ELT2peak09851,Increasing,3.108492273120334,ELT2peak09851,WBGene00011904,13865038,13882693,-,inside,-3181,5412,Overlapping
1.70156,1.537028,1.432959,2.169925,1.703799,2.110424,0,0,1,20,0,0,0.000,0.000,1.619,1.801,1.907,-1.076,0.175,0.901,ELT2peak09856,Not_Changing,0.021197141740083345,ELT2peak09856,WBGene00001251,13934883,13941247,+,overlapStart,-3485,60,Overlapping
2.386779,2.616671,4.570463,4.943921,3.877447,3.935745,1,1,1,29.333333333333332,2,7,0.945,1.000,2.502,4.757,3.907,-1.071,0.909,0.162,ELT2peak09857,Larval,1.2973845783243327,ELT2peak09857,WBGene00001251,13934883,13941247,+,inside,-157,2398,Overlapping
1.54432,1.158698,1.799087,1.941106,2.801096,3.506353,0,0,1,43.5,4,11,0.490,1.000,1.352,1.870,3.154,-0.834,-0.275,1.109,ELT2peak09860,Increasing,0.86076909099675,ELT2peak09860,WBGene00000105,13949114,13956261,+,inside,-1700,1493,Overlapping
1.729352,1.29956,2.111032,2.049631,1.99178,2.534922,0,0,1,11.5,4,8,0.745,1.000,1.514,2.080,2.263,-1.123,0.327,0.796,ELT2peak09864,Increasing,0.15242582331758334,ELT2peak09864,WBGene00009851,13977829,13979031,+,overlapStart,-772,170,Overlapping
5.058894,5.058894,4.280956,4.43296,6.280349,5.906891,0,1,1,6.625,3,6,0.769,1.000,5.059,4.357,6.094,-0.127,-0.930,1.057,ELT2peak09865,L3_High,0.763227824236,ELT2peak09865,WBGene00009853,13980840,13981629,+,overlapStart,-565,60,Overlapping
2.133125,2.01543,1.226508,1.333424,1.321928,1.769387,1,0,1,15.875,1,3,0.811,1.000,2.074,1.280,1.546,1.091,-0.874,-0.217,ELT2peak09866,Embryo_Specific,0.16349363943408335,ELT2peak09866,WBGene00007846,13991458,13995834,-,overlapStart,-2440,119,Overlapping
1.900464,1.485427,1.773996,1.695994,5.042406,5.346312,0,0,1,21.5,3,9,0.987,1.000,1.693,1.735,5.194,-0.588,-0.567,1.155,ELT2peak09868,L3_High,4.038143990488084,ELT2peak09868,WBGene00007848,14001902,14003080,+,overlapStart,-675,243,Overlapping
1.421701,1.747613,1.773996,2.111032,2.208271,3.135515,0,0,1,0,4,11,0.623,1.000,1.585,1.943,2.672,-0.869,-0.224,1.093,ELT2peak09869,Increasing,0.30702291296433326,ELT2peak09869,WBGene00007849,14003020,14012595,-,inside,4020,429,Overlapping
3.200366,3.393011,3.570463,3.503349,5.477206,6.081665,1,1,1,24.277777777363855,3,9,0.924,1.000,3.297,3.537,5.779,-0.663,-0.487,1.150,ELT2peak09873,L3_High,1.8751126119475832,ELT2peak09873,WBGene00001116,14049535,14063884,+,overlapEnd,7418,145,Overlapping
2.734291,3,3.811471,3.503349,5.630681,6.17538,1,1,1,35.666666666666664,3,11,0.535,1.000,2.867,3.657,5.903,-0.810,-0.308,1.118,ELT2peak09874,L3_High,2.480654523867583,ELT2peak09874,WBGene00007904,14071162,14076295,+,overlapStart,-2604,244,Overlapping
1.485427,1.263035,1.799087,1.526069,2.447459,2.506353,1,0,0,248.5,3,11,0.531,1.000,1.374,1.663,2.477,-0.811,-0.307,1.117,ELT2peak09875,L3_High,0.3270277066029998,ELT2peak09875,WBGene00008880,14095738,14098664,-,overlapStart,-1567,519,Overlapping
1.854661,1.701342,1.204141,1.789103,3.669851,4.496702,1,0,1,30.5,3,6,0.981,1.000,1.778,1.497,4.083,-0.475,-0.674,1.149,ELT2peak09876,L3_High,2.014041458502584,ELT2peak09876,WBGene00008882,14102359,14107905,+,overlapStart,-2882,270,Overlapping
0.807355,0.847997,0.847997,1.028569,3.769387,4.288761,0,0,1,76.5,3,9,0.978,1.000,0.828,0.938,4.029,-0.608,-0.547,1.154,ELT2peak09877,L3_High,3.3023620114223324,ELT2peak09877,WBGene00008882,14102359,14107905,+,inside,-470,1953,Overlapping
3.191142,3.203533,2.773996,3.480265,3.343623,3.525461,1,0,1,35.25,0,0,0.000,0.000,3.197,3.127,3.435,-0.346,-0.781,1.127,ELT2peak09878,Not_Changing,0.025949471333583343,ELT2peak09878,WBGene00009235,14116111,14116751,+,overlapStart,-659,31,Overlapping
1.402965,1.59561,2.226508,2.526069,2.184424,2.736966,0,0,1,52,2,8,0.553,1.000,1.499,2.376,2.461,-1.151,0.496,0.655,ELT2peak09879,Larval,0.28342659871658343,ELT2peak09879,WBGene00009233,14127877,14133525,+,overlapStart,-3009,211,Overlapping
1.382857,0.263034,1.641546,1.695994,2.321928,2.617384,0,0,1,57,4,10,0.989,1.000,0.823,1.669,2.470,-1.009,0.018,0.991,ELT2peak09884,Increasing,0.6780821567677501,ELT2peak09884,WBGene00010993,14163099,14164506,-,overlapStart,-570,270,Overlapping
2.465249,2.277534,3.432959,3.548437,3.816693,4.595851,1,1,1,13.444444444651404,4,10,0.975,1.000,2.371,3.491,4.206,-1.065,0.146,0.919,ELT2peak09885,Increasing,0.8552799399497502,ELT2peak09885,WBGene00006369,14164634,14169779,-,overlapStart,-2748,211,Overlapping
1.707819,1.192645,1.883621,2.049631,2.477206,2.299902,0,0,1,20,4,10,0.998,1.000,1.450,1.967,2.389,-1.032,0.067,0.965,ELT2peak09886,Increasing,0.22085569601733337,ELT2peak09886,WBGene00007993,14170864,14174063,-,overlapStart,-1594,252,Overlapping
1.936088,1.356144,3.9855,4.049631,2.991779,3.669851,0,1,1,24.5,2,7,0.983,1.000,1.646,4.018,3.331,-1.108,0.835,0.273,ELT2peak09889,Larval,1.4889349501502498,ELT2peak09889,WBGene00000458,14197373,14209153,-,overlapEnd,5868,364,Overlapping
0.942285,0.830075,4.017922,4.253989,3.184424,3.862496,0,0,1,32,2,7,0.976,1.000,0.886,4.136,3.523,-1.136,0.746,0.391,ELT2peak09890,Larval,2.981906222720083,ELT2peak09890,WBGene00000458,14197373,14209153,-,inside,2859,2763,Overlapping
1.424026,1.180572,3.38405,3.38405,1.977974,2.703799,0,0,1,2.5,2,5,0.859,1.000,1.302,3.384,2.341,-0.999,1.001,-0.001,ELT2peak09891,Larval,1.083423551481583,ELT2peak09891,WBGene00000458,14197373,14209153,-,inside,2012,3536,Overlapping
3.478732,3.152003,2.613532,2.613532,2.769387,3.617384,1,0,1,37.25,1,4,0.470,1.000,3.315,2.614,3.193,0.732,-1.139,0.407,ELT2peak09892,Embryo_Specific,0.14061379314108316,ELT2peak09892,WBGene00000458,14197373,14209153,-,inside,-251,5268,Overlapping
1.341037,1.415037,3.883621,3.773996,4.364997,4.572155,0,0,1,1.5,4,8,0.657,1.000,1.378,3.829,4.469,-1.132,0.370,0.762,ELT2peak09893,Increasing,2.661169118298251,ELT2peak09893,WBGene00000458,14197373,14209153,-,inside,-3277,2477,Overlapping
2.577873,2.584963,3.049631,3.371559,4.184424,4.732861,1,1,1,25.666666666666668,4,11,0.642,1.000,2.581,3.211,4.459,-0.874,-0.216,1.090,ELT2peak09894,Increasing,0.9129096804975829,ELT2peak09894,WBGene00000458,14197373,14209153,-,inside,-4863,717,Overlapping
2.7629609999999998,2.560468,4.333424,4.367371,6.405528,6.989201,1,1,1,30.333333333333332,4,11,0.864,1.000,2.662,4.350,6.697,-0.941,-0.108,1.050,ELT2peak09897,Increasing,4.107729216013002,ELT2peak09897,WBGene00010605,14214939,14219089,+,overlapStart,-2175,292,Overlapping
1.784271,1.614346,0.9855,1.847997,2.720478,2.562936,0,0,1,44.5,3,6,0.911,1.000,1.699,1.417,2.642,-0.343,-0.783,1.126,ELT2peak09898,L3_High,0.4114130688540836,ELT2peak09898,WBGene00010606,14225573,14228768,+,overlapEnd,1822,114,Overlapping
1.765535,1.052467,2.400538,2.43296,5.052321,5.520708,0,0,1,39,3,11,0.536,1.000,1.409,2.417,5.287,-0.809,-0.309,1.118,ELT2peak09899,L3_High,4.04770349986275,ELT2peak09899,WBGene00010552,14238695,14241350,+,overlapStart,-1454,209,Overlapping
1.052467,0.777608,2.333424,1.333424,2.862497,2.184425,0,0,1,69,4,10,0.996,1.000,0.915,1.833,2.523,-1.044,0.094,0.949,ELT2peak09900,Increasing,0.6511018300172502,ELT2peak09900,WBGene00010552,14238695,14241350,+,inside,230,692,Overlapping
0.70156,0.540568,4.198494,4.307428,3.401655,3.562936,0,0,1,42,2,7,0.984,1.000,0.621,4.253,3.482,-1.131,0.767,0.364,ELT2peak09903,Larval,3.6618744713485833,ELT2peak09903,WBGene00077757,14256273,14257411,+,overlapStart,-690,157,Overlapping
1.673054,1.268196,1.333424,1.773996,1.769387,2.032421,0,0,1,4,0,0,0.000,0.000,1.471,1.554,1.901,-0.750,-0.386,1.135,ELT2peak09906,Not_Changing,0.05209780145033331,ELT2peak09906,WBGene00004191,14313721,14326800,+,overlapStart,-6502,303,Overlapping
0.887973,0.649503,0.90458,0.959028,2.669851,2.884864,0,0,1,11,3,9,0.941,1.000,0.769,0.932,2.777,-0.649,-0.503,1.152,ELT2peak09907,L3_High,1.2445350895830831,ELT2peak09907,WBGene00010572,14350140,14352366,+,overlapStart,-1327,33,Overlapping
2.433897,1.94847,2.548437,2.675816,3.562936,3.486987,1,0,1,6.75,4,11,0.580,1.000,2.191,2.612,3.525,-0.858,-0.240,1.098,ELT2peak09911,Increasing,0.4649040832929998,ELT2peak09911,WBGene00001583,14480572,14484702,+,overlapStart,-2065,370,Overlapping
1.471752,1.518131,1.613532,1.263034,5.129283,5.417086,1,0,1,24.25,3,9,0.994,1.000,1.495,1.438,5.273,-0.564,-0.590,1.155,ELT2peak09913,L3_High,4.830799977895584,ELT2peak09913,WBGene00001898,14490094,14491115,+,overlapStart,-378,292,Overlapping
1.347923,1.373217,1.526069,0.941106,1.862496,1.92139,1,0,0,33,0,0,0.000,0.000,1.361,1.234,1.892,-0.386,-0.750,1.135,ELT2peak09914,Not_Changing,0.12198563080258329,ELT2peak09914,WBGene00001898,14490094,14491115,+,overlapEnd,754,138,Overlapping
3.578536,3.341037,5.420887,5.307428,5.732862,6.14172,1,1,1,66.11111111131807,4,8,0.715,1.000,3.460,5.364,5.937,-1.126,0.342,0.784,ELT2peak09916,Increasing,1.6821899103305833,ELT2peak09916,WBGene00010935,14502487,14503862,-,overlapEnd,706,478,Overlapping
2.222392,2.203533,3.918386,4.080658,4.793234,5.184424,1,1,1,324.77777777798474,4,10,0.942,1.000,2.213,4.000,4.989,-1.081,0.189,0.892,ELT2peak09917,Increasing,1.979326335518583,ELT2peak09917,WBGene00010935,14502487,14503862,-,overlapStart,-1042,396,Overlapping
1.292782,1.479168,1.526069,2.613532,1.862497,2.447459,0,0,1,13.5,2,8,0.496,1.000,1.386,2.070,2.155,-1.149,0.473,0.675,ELT2peak09921,Larval,0.17770635582758318,ELT2peak09921,WBGene00008355,14511248,14512912,-,overlapStart,-1140,59,Overlapping
2.415037,2.440573,4.049631,4.169925,4.33823,4.793234,1,1,1,22.833333333333332,4,8,0.672,1.000,2.428,4.110,4.566,-1.131,0.363,0.768,ELT2peak09922,Increasing,1.2679431800290004,ELT2peak09922,WBGene00008354,14514136,14515073,-,overlapStart,-738,125,Overlapping
