geneSym,geneID,refID,chrom,strand,Unsorted (RPM),Sorted (RPM),P-value,Group 1
C44H4.7,181557,eor-2,chrX,+,2.16,1.49,6.80E-01,Other
C44H4.8,259735,C44H4.8,chrX,+,2.16,1.49,6.80E-01,Other
F44D12.8,177864,F44D12.8,chrIV,+,2.16,1.49,6.80E-01,Other
M6.4,187455,M6.4,chrX,+,2.16,1.49,6.80E-01,Other
T20H4.2,188663,T20H4.2,chrIII,+,2.16,1.49,6.80E-01,Other
Y37A1B.7,178359,Y37A1B.7,chrIV,-,2.16,1.49,6.80E-01,Other
Y45G5AM.7,178817,Y45G5AM.7,chrV,-,2.16,1.49,6.80E-01,Other
Y53G8AR.6,175432,Y53G8AR.6,chrIII,+,2.16,1.49,6.80E-01,Other
F58B3.5,178089,mrs-1,chrIV,-,163.53,148.20,6.81E-01,Other
F13D12.9,174794,F13D12.9,chrII,-,4.33,4.46,6.82E-01,Other
F26G1.9,4363042,F26G1.9,chrII,-,4.33,4.46,6.82E-01,Other
M01D1.3,173481,btb-11,chrII,-,4.33,4.46,6.82E-01,Other
T23F6.3,178228,T23F6.3,chrIV,-,4.33,4.46,6.82E-01,Other
W08E3.3,173205,tag-210,chrI,+,32.68,28.87,6.82E-01,Other
F21C3.1,192072,twk-1,chrI,-,25.00,21.87,6.82E-01,Other
F40F8.11,4926894,F40F8.11,chrII,-,33.01,29.09,6.83E-01,Other
C33G8.4,183176,C33G8.4,chrV,+,4.76,3.82,6.84E-01,Other
C47E12.2,177858,C47E12.2,chrIV,-,4.44,4.67,6.86E-01,Other
ZK1225.6,173187,ssp-31,chrI,+,8.01,8.07,6.86E-01,Other
C17D12.5,173043,C17D12.5,chrI,+,0.43,0.64,6.87E-01,Other
C29F3.1,180037,ech-1,chrV,-,0.43,0.64,6.87E-01,Other
C30B5.7,183043,C30B5.7,chrII,-,0.43,0.64,6.87E-01,Other
C30C11.1,176197,C30C11.1,chrIII,+,0.43,0.64,6.87E-01,Other
C34E11.2,181359,C34E11.2,chrX,-,0.43,0.64,6.87E-01,Other
C37A5.9,173287,pry-1,chrI,-,0.43,0.64,6.87E-01,Other
C43H6.9,180547,glr-7,chrX,-,0.43,0.64,6.87E-01,Other
D1007.1,172059,ceh-17,chrI,-,0.43,0.64,6.87E-01,Other
F15E6.2,184533,lgc-22,chrIV,+,0.43,0.64,6.87E-01,Other
F23C8.1,184890,F23C8.1,chrI,+,0.43,0.64,6.87E-01,Other
F23H11.8,175257,pef-1,chrIII,-,0.43,0.64,6.87E-01,Other
F26D10.11,184971,F26D10.11,chrIV,+,0.43,0.64,6.87E-01,Other
F32D1.3,178832,F32D1.3,chrV,-,0.43,0.64,6.87E-01,Other
F33E2.2,173128,dlk-1,chrI,-,0.43,0.64,6.87E-01,Other
F46F11.10,259376,F46F11.10,chrI,-,0.43,0.64,6.87E-01,Other
F52A8.4,172485,glb-18,chrI,+,0.43,0.64,6.87E-01,Other
F53E10.1,178729,F53E10.1,chrV,+,0.43,0.64,6.87E-01,Other
F55C5.7,179685,F55C5.7,chrV,-,0.43,0.64,6.87E-01,Other
K05B2.2,180764,K05B2.2,chrX,+,0.43,0.64,6.87E-01,Other
K09B3.1,187188,K09B3.1,chrIV,+,0.43,0.64,6.87E-01,Other
K10G4.5,180143,K10G4.5,chrV,-,0.43,0.64,6.87E-01,Other
M28.4,353403,M28.4,chrII,+,0.43,0.64,6.87E-01,Other
R01E6.4,181475,acr-12,chrX,+,0.43,0.64,6.87E-01,Other
R160.5,187914,R160.5,chrX,-,0.43,0.64,6.87E-01,Other
T07F12.4,180763,T07F12.4,chrX,-,0.43,0.64,6.87E-01,Other
T10A3.1,180990,unc-10,chrX,-,0.43,0.64,6.87E-01,Other
T19C3.2,175215,T19C3.2,chrIII,-,0.43,0.64,6.87E-01,Other
T25D10.2,188896,T25D10.2,chrII,+,0.43,0.64,6.87E-01,Other
W02D7.5,189117,W02D7.5,chrV,-,0.43,0.64,6.87E-01,Other
W03F9.3,189163,W03F9.3,chrV,-,0.43,0.64,6.87E-01,Other
Y17D7B.1,189445,nhr-231,chrV,+,0.43,0.64,6.87E-01,Other
Y17G7B.4,174840,Y17G7B.4,chrII,+,0.43,0.64,6.87E-01,Other
Y39E4B.4,192059,tsp-3,chrIII,+,0.43,0.64,6.87E-01,Other
Y47G6A.25,171928,Y47G6A.25,chrI,-,0.43,0.64,6.87E-01,Other
Y47H9C.5,173065,dnj-27,chrI,+,0.43,0.64,6.87E-01,Other
Y49F6B.2,173696,Y49F6B.2,chrII,+,0.43,0.64,6.87E-01,Other
F31E3.4,175974,F31E3.4,chrIII,-,1.95,2.12,6.88E-01,Other
F38A1.13,185442,F38A1.13,chrIV,+,1.95,2.12,6.88E-01,Other
M110.3,187472,M110.3,chrII,-,1.95,2.12,6.88E-01,Other
Y71H2B.11,175379,Y71H2B.11,chrIII,+,1.95,2.12,6.88E-01,Other
ZK354.1,177311,msp-65,chrIV,+,1.95,2.12,6.88E-01,Other
C50A2.2,176934,C50A2.2,chrIV,+,13.42,11.46,6.88E-01,Other
F27D4.5,172539,tag-173,chrI,+,13.42,11.46,6.88E-01,Other
F39H11.1,172675,F39H11.1,chrI,+,4.55,4.67,6.89E-01,Other
B0464.8,176331,tag-342,chrIII,+,8.23,8.28,6.90E-01,Other
T10C6.7,188376,T10C6.7,chrV,-,8.23,8.28,6.90E-01,Other
M01E11.2,172214,M01E11.2,chrI,+,33.44,32.27,6.90E-01,Other
F56C9.6,176035,F56C9.6,chrIII,-,12.99,12.74,6.91E-01,Other
C17H12.3,177443,C17H12.3,chrIV,-,13.64,11.68,6.91E-01,Other
F58D2.2,178270,F58D2.2,chrIV,+,4.98,4.03,6.91E-01,Other
R102.8,187894,R102.8,chrIV,-,4.98,4.03,6.91E-01,Other
Y54G11A.11,175090,Y54G11A.11,chrII,+,4.98,4.03,6.91E-01,Other
F41F3.4,178857,col-139,chrV,-,158.01,143.31,6.93E-01,Other
F55G1.9,177519,F55G1.9,chrIV,-,54.00,51.59,6.94E-01,Other
C01F1.3,173762,C01F1.3,chrII,+,2.27,1.70,6.94E-01,Other
F19F10.3,184685,F19F10.3,chrV,+,2.27,1.70,6.94E-01,Other
F26A1.12,175641,clec-157,chrIII,-,2.27,1.70,6.94E-01,Other
F36H12.7,177305,msp-19,chrIV,+,2.27,1.70,6.94E-01,Other
F42G4.2,174949,F42G4.2,chrII,+,2.27,1.70,6.94E-01,Other
F53F4.14,179852,F53F4.14,chrV,+,2.27,1.70,6.94E-01,Other
R06C7.2,187640,R06C7.2,chrI,-,2.27,1.70,6.94E-01,Other
R07B1.8,187649,R07B1.8,chrX,-,2.27,1.70,6.94E-01,Other
Y116A8C.38,178492,Y116A8C.38,chrIV,+,2.27,1.70,6.94E-01,Other
C14A4.4,3565889,crn-3,chrII,+,4.76,4.88,6.95E-01,Other
F13G3.7,172478,F13G3.7,chrI,+,4.76,4.88,6.95E-01,Other
Y48G1A.3,171623,Y48G1A.3,chrI,+,8.55,8.49,6.96E-01,Other
R08D7.6,176270,pde-2,chrIII,-,13.53,13.38,6.96E-01,Other
ZK849.6,3565063,ZK849.6,chrI,-,19.59,19.11,6.96E-01,Other
D2007.5,176150,atg-13,chrIII,-,9.09,7.64,6.96E-01,Other
F42A9.8,185656,F42A9.8,chrIV,-,2.38,1.70,6.96E-01,Other
F56C9.10,176040,F56C9.10,chrIII,-,2.38,1.70,6.96E-01,Other
ZK1098.10,176349,unc-16,chrIII,+,35.28,33.97,6.97E-01,Other
C53A5.2,179957,C53A5.2,chrV,-,35.17,33.76,6.97E-01,Other
T28A8.7,176783,mlh-1,chrIII,-,45.67,40.76,6.97E-01,Other
T27F7.1,173863,T27F7.1,chrII,+,270.24,253.29,6.98E-01,Other
C34C12.7,183201,C34C12.7,chrIII,-,5.30,4.25,6.99E-01,Other
Y71G12A.4,171759,Y71G12A.4,chrI,-,5.30,4.25,6.99E-01,Other
C26C6.5,172507,dcp-66,chrI,-,329.87,301.06,7.00E-01,Other
F53F4.13,179846,F53F4.13,chrV,-,69.48,62.42,7.00E-01,Other
R11A8.1,187798,R11A8.1,chrIV,-,4.98,5.10,7.01E-01,Other
Y71D11A.2,175281,smr-1,chrIII,+,4.98,5.10,7.01E-01,Other
F37A8.2,175511,F37A8.2,chrIII,-,20.89,18.26,7.01E-01,Other
C02F12.4,180657,tag-52,chrX,-,2.16,2.34,7.02E-01,Other
C10H11.8,182509,C10H11.8,chrI,-,2.16,2.34,7.02E-01,Other
C38D9.2,183313,C38D9.2,chrV,+,2.16,2.34,7.02E-01,Other
F45D11.10,173478,fbxc-39,chrII,+,2.16,2.34,7.02E-01,Other
K07C5.2,187089,reductase,chrV,+,2.16,2.34,7.02E-01,Other
K07E3.4,181064,K07E3.4,chrX,-,2.16,2.34,7.02E-01,Other
Y37E11AR.7,3564985,Y37E11AR.7,chrIV,-,2.16,2.34,7.02E-01,Other
Y49E10.2,176662,glrx-5,chrIII,-,2.16,2.34,7.02E-01,Other
Y71F9AL.17,171860,Y71F9AL.17,chrI,-,2.16,2.34,7.02E-01,Other
ZC204.8,191112,fbxb-21,chrII,-,2.16,2.34,7.02E-01,Other
ZK550.5,191350,ZK550.5,chrIV,-,2.16,2.34,7.02E-01,Other
Y59E9AL.4,177296,Y59E9AL.4,chrIV,-,8.98,8.92,7.02E-01,Other
D2085.7,183960,D2085.7,chrII,+,9.09,9.13,7.04E-01,Other
ZK353.2,191286,ZK353.2,chrIII,+,9.09,9.13,7.04E-01,Other
ZC477.2,177485,ZC477.2,chrIV,+,14.29,14.01,7.04E-01,Other
F58F6.4,176946,rfc-2,chrIV,+,5.52,4.46,7.05E-01,Other
F19B6.1,178181,F19B6.1,chrIV,-,9.74,8.28,7.07E-01,Other
Y71G12B.11,171736,Y71G12B.11,chrI,+,9.85,8.28,7.07E-01,Other
K07A3.1,266822,fbp-1,chrI,-,73.48,66.03,7.08E-01,Other
C02C6.1,181644,dyn-1,chrX,+,2.49,1.91,7.09E-01,Other
C12D8.6,182541,fipr-8,chrV,-,2.49,1.91,7.09E-01,Other
F57C9.1,172101,F57C9.1,chrI,+,2.49,1.91,7.09E-01,Other
K01G5.1,176507,rnf-113,chrIII,-,2.49,1.91,7.09E-01,Other
K08F8.2,174399,atf-2,chrII,+,2.49,1.91,7.09E-01,Other
T04F8.9,3565383,T04F8.9,chrX,+,2.49,1.91,7.09E-01,Other
T08D2.2,188280,T08D2.2,chrX,+,2.49,1.91,7.09E-01,Other
T19E7.6,3896779,T19E7.6,chrIV,-,2.49,1.91,7.09E-01,Other
T27F2.2,179596,T27F2.2,chrV,-,2.49,1.91,7.09E-01,Other
F22B5.9,174351,frs-2,chrII,+,14.94,14.65,7.10E-01,Other
C05C8.2,179115,C05C8.2,chrV,+,9.96,8.49,7.10E-01,Other
C29H12.1,174023,rrt-2,chrII,+,10.06,8.49,7.10E-01,Other
R148.4,187905,R148.4,chrIII,+,10.06,8.49,7.10E-01,Other
B0563.2,192064,tsp-11,chrX,+,2.60,1.91,7.10E-01,Other
C01C4.3,180660,C01C4.3,chrX,+,2.60,1.91,7.10E-01,Other
C32E8.11,171953,C32E8.11,chrI,-,2.60,1.91,7.10E-01,Other
F02E11.2,184096,F02E11.2,chrII,+,2.60,1.91,7.10E-01,Other
F09E5.13,184244,agt-2,chrII,-,2.60,1.91,7.10E-01,Other
F13H8.7,174040,F13H8.7,chrII,-,2.60,1.91,7.10E-01,Other
R11G10.4,6418760,R11G10.4,chrV,+,2.60,1.91,7.10E-01,Other
Y45F10B.3,189914,Y45F10B.3,chrIV,+,2.60,1.91,7.10E-01,Other
Y53C12B.3,174535,nos-3,chrII,+,2.60,1.91,7.10E-01,Other
Y97E10AR.6,179179,Y97E10AR.6,chrV,-,2.60,1.91,7.10E-01,Other
F46C3.6,6418851,F46C3.6,chrX,-,5.41,5.52,7.13E-01,Other
K09H9.6,171886,lpd-6,chrI,-,5.41,5.52,7.13E-01,Other
F13H10.2,177996,ndx-9,chrIV,-,10.17,8.70,7.13E-01,Other
T17H7.4,175227,gei-16,chrIII,-,10.17,8.70,7.13E-01,Other
C05C9.1,259726,C05C9.1,chrX,+,2.38,2.55,7.14E-01,Other
C25G4.5,178196,dpy-26,chrIV,-,2.38,2.55,7.14E-01,Other
C45B2.7,180876,ptr-4,chrX,-,2.38,2.55,7.14E-01,Other
F07E5.1,184141,fbxb-6,chrII,+,2.38,2.55,7.14E-01,Other
F08F3.10,353440,F08F3.10,chrV,+,2.38,2.55,7.14E-01,Other
Y55F3BR.8,176911,Y55F3BR.8,chrIV,-,2.38,2.55,7.14E-01,Other
F28D1.2,178186,F28D1.2,chrIV,-,15.58,15.29,7.15E-01,Other
C44B7.3,174123,aff-1,chrII,-,5.95,4.88,7.16E-01,Other
F13B9.6,181081,cutl-29,chrX,-,5.95,4.88,7.16E-01,Other
F54B11.2,186211,col-44,chrX,+,5.95,4.88,7.16E-01,Other
T21D12.14,4926996,T21D12.14,chrIV,-,5.95,4.88,7.16E-01,Other
B0041.1,181822,B0041.1,chrI,+,0.54,0.64,7.17E-01,Other
B0491.3,174732,rmd-3,chrII,-,0.54,0.64,7.17E-01,Other
B0554.1,178567,B0554.1,chrV,+,0.54,0.64,7.17E-01,Other
C02F5.4,176162,cids-1,chrIII,+,0.54,0.64,7.17E-01,Other
C03G5.13,3566000,nspc-6,chrX,-,0.54,0.64,7.17E-01,Other
C05D2.6,175775,C05D2.6,chrIII,-,0.54,0.64,7.17E-01,Other
C07H6.7,176068,lin-39,chrIII,-,0.54,0.64,7.17E-01,Other
C15A7.2,182623,C15A7.2,chrX,-,0.54,0.64,7.17E-01,Other
C28C12.1,182976,C28C12.1,chrIV,+,0.54,0.64,7.17E-01,Other
C34D4.8,191980,str-48,chrIV,+,0.54,0.64,7.17E-01,Other
C49F5.8,259728,C49F5.8,chrX,+,0.54,0.64,7.17E-01,Other
F01E11.3,184061,F01E11.3,chrX,+,0.54,0.64,7.17E-01,Other
F09C6.12,3565652,F09C6.12,chrV,+,0.54,0.64,7.17E-01,Other
F10E9.4,184304,F10E9.4,chrIII,+,0.54,0.64,7.17E-01,Other
F26C11.4,3564926,F26C11.4,chrII,-,0.54,0.64,7.17E-01,Other
F29B9.7,185108,F29B9.7,chrIV,+,0.54,0.64,7.17E-01,Other
F46F3.4,179601,ape-1,chrV,+,0.54,0.64,7.17E-01,Other
F53A3.7,266654,F53A3.7,chrIII,+,0.54,0.64,7.17E-01,Other
F53E10.2,191603,acr-17,chrV,+,0.54,0.64,7.17E-01,Other
H03E18.1,181103,H03E18.1,chrX,+,0.54,0.64,7.17E-01,Other
T01A4.3,3565304,T01A4.3,chrI,+,0.54,0.64,7.17E-01,Other
T02C12.2,192054,T02C12.2,chrIII,+,0.54,0.64,7.17E-01,Other
T03F1.2,171966,coq-4,chrI,+,0.54,0.64,7.17E-01,Other
T13F3.8,3565698,T13F3.8,chrV,+,0.54,0.64,7.17E-01,Other
T19D7.1,188603,lgc-32,chrX,+,0.54,0.64,7.17E-01,Other
T22C1.12,3565093,T22C1.12,chrI,-,0.54,0.64,7.17E-01,Other
T27A8.1,181684,carboxypeptidase,chrX,+,0.54,0.64,7.17E-01,Other
W03B1.4,177200,srs-1,chrIV,+,0.54,0.64,7.17E-01,Other
Y46G5A.15,174911,Y46G5A.15,chrII,-,0.54,0.64,7.17E-01,Other
Y53C12A.6,190201,Y53C12A.6,chrII,-,0.54,0.64,7.17E-01,Other
Y53G8AR.9,175434,Y53G8AR.9,chrIII,-,0.54,0.64,7.17E-01,Other
Y54E5B.2,173352,Y54E5B.2,chrI,-,0.54,0.64,7.17E-01,Other
Y71H2AM.24,3896741,Y71H2AM.24,chrIII,+,0.54,0.64,7.17E-01,Other
ZC404.1,191154,ZC404.1,chrV,+,0.54,0.64,7.17E-01,Other
ZC84.4,176300,ZC84.4,chrIII,-,0.54,0.64,7.17E-01,Other
ZK593.3,191355,ZK593.3,chrIV,+,0.54,0.64,7.17E-01,Other
ZK632.5,176389,ZK632.5,chrIII,+,0.54,0.64,7.17E-01,Other
T23F11.6,3565839,T23F11.6,chrIII,-,16.34,14.23,7.17E-01,Other
C42C1.10,183402,C42C1.10,chrIV,+,5.63,5.73,7.18E-01,Other
Y37E3.10,171769,Y37E3.10,chrI,+,10.71,9.13,7.19E-01,Other
F41H10.4,177317,F41H10.4,chrIV,+,5.74,5.73,7.21E-01,Other
F40E10.4,181562,slt-1,chrX,+,32.03,30.79,7.21E-01,Other
T24A11.3,175491,toh-1,chrIII,-,6.17,5.10,7.21E-01,Other
ZK1307.5,174517,sqv-8,chrII,+,6.17,5.10,7.21E-01,Other
C36C5.5,183261,C36C5.5,chrV,+,2.71,2.12,7.21E-01,Other
F39H12.4,180433,igcm-1,chrX,-,2.71,2.12,7.21E-01,Other
R05C11.1,187599,R05C11.1,chrIV,+,2.71,2.12,7.21E-01,Other
ZK328.4,175850,ZK328.4,chrIII,-,2.71,2.12,7.21E-01,Other
C52D10.11,178498,flp-17,chrIV,-,2.81,2.12,7.21E-01,Other
F31B12.1,181274,plc-1,chrX,-,2.81,2.12,7.21E-01,Other
K02B2.4,177364,inx-7,chrIV,-,2.81,2.12,7.21E-01,Other
Y59H11AR.4,190429,Y59H11AR.4,chrIV,-,2.81,2.12,7.21E-01,Other
Y73B6BL.3,177403,exos-2,chrIV,+,2.81,2.12,7.21E-01,Other
T07D1.2,180548,T07D1.2,chrX,-,16.34,15.92,7.22E-01,Other
T28F2.2,189048,T28F2.2,chrI,+,5.84,5.94,7.23E-01,Other
C11G6.4,181705,nhr-28,chrX,+,2.60,2.76,7.25E-01,Other
F25B5.3,175843,F25B5.3,chrIII,+,2.60,2.76,7.25E-01,Other
F25H8.1,177847,F25H8.1,chrIV,-,2.60,2.76,7.25E-01,Other
JC8.13,178278,tag-115,chrIV,-,2.60,2.76,7.25E-01,Other
K02H8.1,186912,K02H8.1,chrX,+,2.60,2.76,7.25E-01,Other
R12E2.10,172007,egg-5,chrI,-,2.60,2.76,7.25E-01,Other
T27C4.1,178789,T27C4.1,chrV,-,5.95,5.94,7.26E-01,Other
T27E9.9,176778,acc-4,chrIII,-,5.95,5.94,7.26E-01,Other
C48B6.3,172419,C48B6.3,chrI,+,10.93,10.83,7.28E-01,Other
B0361.10,176031,synaptobrevin,chrIII,-,0.76,0.42,7.28E-01,Other
C04B4.2,181388,C04B4.2,chrX,+,0.76,0.42,7.28E-01,Other
C06C6.8,180066,C06C6.8,chrV,+,0.76,0.42,7.28E-01,Other
C07A9.12,3565951,C07A9.12,chrIII,-,0.76,0.42,7.28E-01,Other
C10C6.2,182494,npr-3,chrIV,+,0.76,0.42,7.28E-01,Other
C13A10.2,182559,C13A10.2,chrII,-,0.76,0.42,7.28E-01,Other
C24A8.3,182830,pqn-15,chrX,-,0.76,0.42,7.28E-01,Other
C26E6.1,182941,C26E6.1,chrIII,+,0.76,0.42,7.28E-01,Other
C27A7.8,3565832,C27A7.8,chrV,+,0.76,0.42,7.28E-01,Other
C38C10.5,176320,rgr-1,chrIII,+,0.76,0.42,7.28E-01,Other
C50C3.5,183642,Calmodulin,chrIII,+,0.76,0.42,7.28E-01,Other
E03A3.6,3565180,unc-79,chrIII,+,0.76,0.42,7.28E-01,Other
F07E5.6,184143,fbxb-36,chrII,-,0.76,0.42,7.28E-01,Other
F12A10.8,184376,F12A10.8,chrII,-,0.76,0.42,7.28E-01,Other
F23H11.6,184909,F23H11.6,chrIII,-,0.76,0.42,7.28E-01,Other
F29F11.2,185120,ugt-34,chrV,-,0.76,0.42,7.28E-01,Other
F32A5.5,174190,aqp-1,chrII,-,0.76,0.42,7.28E-01,Other
F36H5.8,185386,F36H5.8,chrII,-,0.76,0.42,7.28E-01,Other
F38B7.10,6418738,F38B7.10,chrV,+,0.76,0.42,7.28E-01,Other
F41E6.12,185621,F41E6.12,chrV,-,0.76,0.42,7.28E-01,Other
F44D12.1,177860,F44D12.1,chrIV,+,0.76,0.42,7.28E-01,Other
R07D5.2,184224,R07D5.2,chrX,-,0.76,0.42,7.28E-01,Other
T02H6.3,188003,T02H6.3,chrII,+,0.76,0.42,7.28E-01,Other
T08A9.13,3896870,T08A9.13,chrX,-,0.76,0.42,7.28E-01,Other
T19D12.5,188608,T19D12.5,chrII,-,0.76,0.42,7.28E-01,Other
T22D1.12,188742,T22D1.12,chrIV,-,0.76,0.42,7.28E-01,Other
Y39A1A.19,176491,fmo-3,chrIII,+,0.76,0.42,7.28E-01,Other
Y54E2A.8,190257,Y54E2A.8,chrII,+,0.76,0.42,7.28E-01,Other
Y69E1A.1,177991,Y69E1A.1,chrIV,-,0.76,0.42,7.28E-01,Other
ZC168.2,191091,ZC168.2,chrIV,+,0.76,0.42,7.28E-01,Other
ZK54.2,181778,tps-1,chrX,-,0.76,0.42,7.28E-01,Other
ZK822.3,178126,nhx-9,chrIV,+,0.76,0.42,7.28E-01,Other
C01F1.2,173763,C01F1.2,chrII,+,6.17,6.16,7.30E-01,Other
K09E2.3,187217,K09E2.3,chrX,+,17.97,15.71,7.30E-01,Other
C34G6.7,172264,stam-1,chrI,-,25.32,24.42,7.31E-01,Other
Y73F8A.27,178434,Y73F8A.27,chrIV,+,57.25,54.35,7.31E-01,Other
F57B7.2,186438,F57B7.2,chrV,-,11.69,9.98,7.31E-01,Other
B0361.11,3565709,B0361.11,chrIII,+,2.71,2.76,7.32E-01,Other
ZK470.5,180690,nck-1,chrX,-,34.85,33.33,7.32E-01,Other
B0303.11,176222,B0303.11,chrIII,-,3.03,2.34,7.32E-01,Other
PAR2.3,176230,aak-1,chrIII,-,3.03,2.34,7.32E-01,Other
Y92H12BL.1,190786,Y92H12BL.1,chrI,+,3.03,2.34,7.32E-01,Other
ZC328.1,172340,ZC328.1,chrI,+,3.03,2.34,7.32E-01,Other
T10H10.2,180538,T10H10.2,chrX,+,11.80,10.19,7.33E-01,Other
T07A5.1,188207,T07A5.1,chrIII,-,11.90,10.19,7.33E-01,Other
T11A5.6,266916,calpain,chrV,-,11.90,10.19,7.33E-01,Other
C16B8.2,180680,C16B8.2,chrX,-,2.81,2.97,7.35E-01,Other
F25H5.7,172740,F25H5.7,chrI,+,2.81,2.97,7.35E-01,Other
F28B4.4,180610,F28B4.4,chrX,-,2.81,2.97,7.35E-01,Other
F56H1.1,172240,che-14,chrI,+,2.81,2.97,7.35E-01,Other
T08D10.2,181369,lsd-1,chrX,+,2.81,2.97,7.35E-01,Other
Y48C3A.8,174975,Y48C3A.8,chrII,-,2.81,2.97,7.35E-01,Other
C02C2.5,182108,C02C2.5,chrIII,-,0.65,0.85,7.36E-01,Other
C13C4.1,182564,nhr-153,chrV,+,0.65,0.85,7.36E-01,Other
C14A6.7,182588,C14A6.7,chrV,-,0.65,0.85,7.36E-01,Other
C30H6.10,259607,C30H6.10,chrIV,+,0.65,0.85,7.36E-01,Other
C35A5.10,3565313,C35A5.10,chrV,+,0.65,0.85,7.36E-01,Other
C40C9.2,191597,acr-9,chrX,-,0.65,0.85,7.36E-01,Other
F18A11.2,174945,F18A11.2,chrII,+,0.65,0.85,7.36E-01,Other
F44F4.4,174678,ptr-8,chrII,+,0.65,0.85,7.36E-01,Other
F45C12.2,185766,F45C12.2,chrII,+,0.65,0.85,7.36E-01,Other
F49C5.11,3565943,F49C5.11,chrII,+,0.65,0.85,7.36E-01,Other
T17A3.12,175181,T17A3.12,chrIII,-,0.65,0.85,7.36E-01,Other
T21B4.4,174890,T21B4.4,chrII,-,0.65,0.85,7.36E-01,Other
T22B11.2,188726,T22B11.2,chrIV,+,0.65,0.85,7.36E-01,Other
Y37A1B.12,189605,tor-1,chrIV,-,0.65,0.85,7.36E-01,Other
Y47D3A.25,176560,rab-35,chrIII,-,0.65,0.85,7.36E-01,Other
Y48C3A.11,190021,Y48C3A.11,chrII,-,0.65,0.85,7.36E-01,Other
Y51A2D.20,180216,Y51A2D.20,chrV,+,0.65,0.85,7.36E-01,Other
Y54E10BR.4,171874,Y54E10BR.4,chrI,+,0.65,0.85,7.36E-01,Other
ZK1307.4,191561,ZK1307.4,chrII,-,0.65,0.85,7.36E-01,Other
ZK892.3,174558,ZK892.3,chrII,+,0.65,0.85,7.36E-01,Other
C05D11.7,175910,C05D11.7,chrIII,-,12.12,10.40,7.36E-01,Other
C14B9.4,176143,plk-1,chrIII,+,6.82,5.73,7.36E-01,Other
H14A12.3,176058,H14A12.3,chrIII,+,6.93,5.73,7.36E-01,Other
C47D12.2,174789,C47D12.2,chrII,+,11.69,11.46,7.37E-01,Other
F45H11.2,172910,ned-8,chrI,-,145.56,136.73,7.37E-01,Other
Y38H6C.1,180345,dct-16,chrV,-,6.60,6.58,7.38E-01,Other
M18.6,187461,M18.6,chrIV,+,47.84,45.44,7.38E-01,Other
E02A10.1,179721,E02A10.1,chrV,+,109.52,103.18,7.40E-01,Other
C35A5.8,179467,C35A5.8,chrV,-,37.99,33.97,7.40E-01,Other
R74.8,175544,R74.8,chrIII,+,12.45,10.83,7.40E-01,Other
Y45G5AM.8,178818,Y45G5AM.8,chrV,-,7.14,5.94,7.40E-01,Other
C09G12.5,182471,C09G12.5,chrIV,+,2.92,2.97,7.41E-01,Other
F53F4.5,179845,fmo-4,chrV,-,2.92,2.97,7.41E-01,Other
T06E4.3,179352,atl-1,chrV,-,2.92,2.97,7.41E-01,Other
Y49E10.20,176673,Y49E10.20,chrIII,-,2.92,2.97,7.41E-01,Other
E02H9.7,184002,E02H9.7,chrIII,-,3.25,2.55,7.42E-01,Other
F35H10.2,185328,F35H10.2,chrIV,+,3.25,2.55,7.42E-01,Other
F33H1.1,174577,daf-19,chrII,-,79.00,71.34,7.43E-01,Other
T03G6.3,180561,T03G6.3,chrX,-,3.03,3.18,7.44E-01,Other
Y49F6C.3,173681,bath-9,chrII,+,3.03,3.18,7.44E-01,Other
ZK1010.3,176719,ZK1010.3,chrIII,+,3.03,3.18,7.44E-01,Other
F32E10.6,177537,F32E10.6,chrIV,-,28.90,25.69,7.44E-01,Other
Y23H5A.5,171818,ctn-1,chrI,+,7.36,6.16,7.44E-01,Other
F38B6.5,180934,col-172,chrX,+,7.03,7.01,7.46E-01,Other
C54G10.2,179967,rfc-1,chrV,-,52.06,46.71,7.46E-01,Other
F13B6.3,177516,F13B6.3,chrIV,-,12.88,12.53,7.48E-01,Other
ZK1236.8,NA,NA,chrIII,-,3.14,3.18,7.49E-01,Other
Y62E10A.5,190454,agt-1,chrIV,-,7.25,7.22,7.49E-01,Other
T01C3.7,179999,fib-1,chrV,-,747.40,686.20,7.49E-01,Other
C04G2.2,182232,C04G2.2,chrIV,+,13.10,12.74,7.50E-01,Other
B0294.1,181908,B0294.1,chrX,-,3.46,2.76,7.50E-01,Other
C06A12.3,178529,C06A12.3,chrIV,+,3.46,2.76,7.50E-01,Other
C06A6.3,182286,mvb-12,chrIV,+,3.46,2.76,7.50E-01,Other
T07C12.12,179383,T07C12.12,chrV,-,3.46,2.76,7.50E-01,Other
T10B5.3,178667,T10B5.3,chrV,-,3.46,2.76,7.50E-01,Other
Y37E11AR.3,177136,Y37E11AR.3,chrIV,-,3.46,2.76,7.50E-01,Other
C06H2.7,3565909,C06H2.7,chrV,-,3.25,3.40,7.52E-01,Other
R03G8.6,181438,R03G8.6,chrX,-,3.25,3.40,7.52E-01,Other
R09G11.2,181783,nhr-1,chrX,+,3.25,3.40,7.52E-01,Other
Y12A6A.1,181482,Y12A6A.1,chrX,-,3.25,3.40,7.52E-01,Other
C18D11.3,182788,C18D11.3,chrIII,+,7.36,7.22,7.52E-01,Other
W09C3.4,172081,W09C3.4,chrI,+,7.36,7.22,7.52E-01,Other
C08B6.9,179409,aos-1,chrV,-,53.79,50.96,7.52E-01,Other
