comparison	ID	cosmid_id	gene	AveExpr	t	P_Value	adj_P_Val	B	FC
LE-intestine_up_vs_LE-reference	WBGene00020393	T10B5.7	T10B5.7	9.92	3.8	0	0	-0.19	2.28
LE-intestine_up_vs_LE-reference	WBGene00017337	F10D2.12	F10D2.12	8.03	3.8	0	0	-0.19	2.14
LE-intestine_up_vs_LE-reference	WBGene00019173	H08J11.2	H08J11.2	10.63	3.8	0	0	-0.2	2.16
LE-intestine_up_vs_LE-reference	WBGene00009583	F40F9.6	F40F9.6	10.55	3.8	0	0	-0.2	2.09
LE-intestine_up_vs_LE-reference	WBGene00021427	Y38F2AR.9	Y38F2AR.9	12.05	3.8	0	0	-0.2	2.11
LE-intestine_up_vs_LE-reference	WBGene00021525	Y41D4B.26	nhr-146	8.15	3.8	0	0	-0.21	2.07
LE-intestine_up_vs_LE-reference	WBGene00022357	Y92C3B.1	kbp-4	8.71	3.8	0	0	-0.21	2.61
LE-intestine_up_vs_LE-reference	WBGene00015133	B0303.15	B0303.15	11.87	3.79	0	0	-0.22	2.14
LE-intestine_up_vs_LE-reference	WBGene00015046	B0213.17	nlp-34	10.81	3.79	0	0	-0.23	2.87
LE-intestine_up_vs_LE-reference	WBGene00001394	W02A2.1	fat-2	11.4	3.79	0	0	-0.24	2.82
LE-intestine_up_vs_LE-reference	WBGene00007812	C29F7.3	C29F7.3	10.5	3.78	0	0	-0.27	2.33
LE-intestine_up_vs_LE-reference	WBGene00000150	F55A12.7	apm-1	11.12	3.78	0	0	-0.27	2.2
LE-intestine_up_vs_LE-reference	WBGene00021576	Y46B2A.1	Y46B2A.1	9.45	3.76	0	0	-0.32	2.05
LE-intestine_up_vs_LE-reference	WBGene00011399	T03F6.3	T03F6.3	10.54	3.76	0	0	-0.32	2.71
LE-intestine_up_vs_LE-reference	WBGene00007689	C18E9.9	C18E9.9	10.82	3.75	0	0	-0.34	2.26
LE-intestine_up_vs_LE-reference	WBGene00021495	Y40C5A.1	Y40C5A.1	8.53	3.75	0	0	-0.34	2.45
LE-intestine_up_vs_LE-reference	WBGene00018986	F56F10.3	F56F10.3	9.31	3.75	0	0	-0.36	2.03
LE-intestine_up_vs_LE-reference	WBGene00012436	Y11D7A.13	flh-3	8.23	3.74	0	0	-0.37	2.56
LE-intestine_up_vs_LE-reference	WBGene00017704	F22E5.2	F22E5.2	6.63	3.74	0	0	-0.37	2.05
LE-intestine_up_vs_LE-reference	WBGene00019963	R08E5.3	R08E5.3	9.13	3.74	0	0	-0.38	2.07
LE-intestine_up_vs_LE-reference	WBGene00044770	C53C11.5	C53C11.5	8.86	3.74	0	0	-0.38	3.64
LE-intestine_up_vs_LE-reference	WBGene00003658	H12C20.3	nhr-68	8.93	3.74	0	0	-0.39	3.87
LE-intestine_up_vs_LE-reference	WBGene00011003	R04B5.5	R04B5.5	9.07	3.73	0	0	-0.4	2.73
LE-intestine_up_vs_LE-reference	WBGene00019717	M01H9.1	M01H9.1	10.05	3.73	0	0	-0.4	3.01
LE-intestine_up_vs_LE-reference	WBGene00003769	B0213.6	nlp-31	11.18	3.73	0	0	-0.42	2.06
LE-intestine_up_vs_LE-reference	WBGene00015941	C18A3.3	C18A3.3	10.26	3.72	0	0	-0.43	2.23
LE-intestine_up_vs_LE-reference	WBGene00021814	Y53G8AR.7	Y53G8AR.7	8.57	3.7	0	0.01	-0.51	2.27
LE-intestine_up_vs_LE-reference	WBGene00001050	F54C1.2	dom-3	8.7	3.69	0	0.01	-0.52	2.37
LE-intestine_up_vs_LE-reference	WBGene00017303	F09F7.6	F09F7.6	10.49	3.69	0	0.01	-0.53	2.67
LE-intestine_up_vs_LE-reference	WBGene00012608	Y38F1A.6	Y38F1A.6	9.62	3.69	0	0.01	-0.54	2.27
LE-intestine_up_vs_LE-reference	WBGene00020369	T08H10.1	T08H10.1	10.42	3.68	0	0.01	-0.56	2.18
LE-intestine_up_vs_LE-reference	WBGene00020812	T25G12.5	T25G12.5	10.91	3.67	0	0.01	-0.58	2.06
LE-intestine_up_vs_LE-reference	WBGene00015613	C08F1.10	C08F1.10	8.9	3.67	0	0.01	-0.59	2.19
LE-intestine_up_vs_LE-reference	WBGene00010234	F58B3.9	ttr-50	10.33	3.66	0	0.01	-0.62	2.44
LE-intestine_up_vs_LE-reference	WBGene00004193	C15H9.8	prx-3	7.92	3.66	0	0.01	-0.62	2.35
LE-intestine_up_vs_LE-reference	WBGene00044120	C36B1.13	C36B1.13	8	3.66	0	0.01	-0.62	2.6
LE-intestine_up_vs_LE-reference	WBGene00021253	Y22D7AL.15	Y22D7AL.15	8.64	3.65	0	0.01	-0.66	2.24
LE-intestine_up_vs_LE-reference	WBGene00009131	F25H8.1	F25H8.1	9.66	3.64	0	0.01	-0.69	2
LE-intestine_up_vs_LE-reference	WBGene00010102	F55C9.5	F55C9.5	8.97	3.64	0	0.01	-0.69	4.15
LE-intestine_up_vs_LE-reference	WBGene00045252	Y62H9A.15	Y62H9A.15	7.95	3.64	0	0.01	-0.7	2.42
LE-intestine_up_vs_LE-reference	WBGene00000963	R06C7.3	dhp-1	9.41	3.63	0	0.01	-0.72	2.08
LE-intestine_up_vs_LE-reference	WBGene00008595	F08H9.7	clec-56	8.4	3.62	0	0.01	-0.74	2.21
LE-intestine_up_vs_LE-reference	WBGene00010660	K08D8.6	K08D8.6	9.25	3.62	0	0.01	-0.74	2.4
LE-intestine_up_vs_LE-reference	WBGene00022546	ZC196.2	ZC196.2	7.6	3.62	0	0.01	-0.76	2.29
LE-intestine_up_vs_LE-reference	WBGene00010286	F58H1.3	F58H1.3	11.52	3.62	0	0.01	-0.76	2.4
LE-intestine_up_vs_LE-reference	WBGene00001604	Y105C5B.28	gln-3	11.22	3.62	0	0.01	-0.76	2.14
LE-intestine_up_vs_LE-reference	WBGene00015930	C17H12.4	C17H12.4	8.21	3.61	0	0.01	-0.77	2.09
LE-intestine_up_vs_LE-reference	WBGene00015044	B0213.15	cyp-34A9	9.51	3.61	0	0.01	-0.77	2.78
LE-intestine_up_vs_LE-reference	WBGene00022326	Y82E9BL.10	fbxa-14	8.97	3.61	0	0.01	-0.78	2.07
LE-intestine_up_vs_LE-reference	WBGene00011094	R07B7.10	R07B7.10	9.7	3.6	0	0.01	-0.82	2.22
LE-intestine_up_vs_LE-reference	WBGene00008690	F11C1.1	F11C1.1	11	3.58	0	0.01	-0.86	2.27
LE-intestine_up_vs_LE-reference	WBGene00004855	R31.1	sma-1	10.38	3.58	0	0.01	-0.86	2.11
LE-intestine_up_vs_LE-reference	WBGene00012361	W09D10.3	W09D10.3	11.23	3.58	0	0.01	-0.88	2.27
LE-intestine_up_vs_LE-reference	WBGene00015569	C07D10.5	C07D10.5	9.67	3.56	0	0.01	-0.92	2.12
LE-intestine_up_vs_LE-reference	WBGene00006404	C31C9.1	tag-10	9.46	3.53	0	0.01	-1.03	2.06
LE-intestine_up_vs_LE-reference	WBGene00019407	K05F1.5	K05F1.5	10.15	3.53	0	0.01	-1.03	2.03
LE-intestine_up_vs_LE-reference	WBGene00016535	C39D10.8	C39D10.8	9.49	3.52	0	0.01	-1.04	2.67
LE-intestine_up_vs_LE-reference	WBGene00016719	C46F9.3	math-24	7.7	3.52	0	0.01	-1.04	2.23
LE-intestine_up_vs_LE-reference	WBGene00020517	T15B7.2	T15B7.2	12.19	3.52	0	0.01	-1.05	2.38
LE-intestine_up_vs_LE-reference	WBGene00001396	T13F2.1	fat-4	10.36	3.52	0	0.01	-1.05	2.09
LE-intestine_up_vs_LE-reference	WBGene00020902	T28F2.4	T28F2.4	10.78	3.51	0	0.01	-1.08	2.16
LE-intestine_up_vs_LE-reference	WBGene00014697	C36A4.3	cyp-25A3	8.14	3.51	0	0.01	-1.08	2.96
LE-intestine_up_vs_LE-reference	WBGene00016412	C34E10.11	C34E10.11	10.31	3.5	0	0.01	-1.1	2.09
LE-intestine_up_vs_LE-reference	WBGene00010822	M01G12.9	M01G12.9	9.42	3.49	0	0.01	-1.13	2.34
LE-intestine_up_vs_LE-reference	WBGene00016728	C46H11.2	C46H11.2	8.96	3.49	0	0.01	-1.14	2.16
LE-intestine_up_vs_LE-reference	WBGene00016278	C30H7.2	C30H7.2	10.04	3.49	0	0.01	-1.14	2.25
LE-intestine_up_vs_LE-reference	WBGene00009128	F25H5.6	F25H5.6	9.32	3.49	0	0.01	-1.15	2.33
LE-intestine_up_vs_LE-reference	WBGene00000977	R05D8.8	dhs-14	9.22	3.48	0	0.01	-1.16	2.21
LE-intestine_up_vs_LE-reference	WBGene00015362	C02H6.2	fbxa-105	7.89	3.48	0	0.01	-1.16	2.17
LE-intestine_up_vs_LE-reference	WBGene00004010	Y48A6C.5	pha-1	8.94	3.48	0	0.01	-1.17	2.26
LE-intestine_up_vs_LE-reference	WBGene00015101	B0280.3	B0280.3	11.36	3.47	0	0.01	-1.18	2.09
LE-intestine_up_vs_LE-reference	WBGene00003821	K01C8.9	nst-1	10.59	3.47	0	0.01	-1.19	2.16
LE-intestine_up_vs_LE-reference	WBGene00016269	C30G4.4	C30G4.4	9.81	3.47	0	0.01	-1.21	2.35
LE-intestine_up_vs_LE-reference	WBGene00007409	C07B5.4	C07B5.4	8.51	3.46	0	0.01	-1.22	2.18
LE-intestine_up_vs_LE-reference	WBGene00012101	T27F2.4	T27F2.4	8.91	3.46	0	0.01	-1.22	3.18
LE-intestine_up_vs_LE-reference	WBGene00003682	Y41D4B.8	nhr-92	9.24	3.44	0	0.01	-1.29	2.94
LE-intestine_up_vs_LE-reference	WBGene00011156	R09B3.3	R09B3.3	12.01	3.44	0	0.01	-1.29	2.1
LE-intestine_up_vs_LE-reference	WBGene00006920	Y38F2AL.3	vha-11	11.05	3.43	0	0.01	-1.3	2.46
LE-intestine_up_vs_LE-reference	WBGene00016900	C53C11.2	C53C11.2	9.08	3.43	0	0.01	-1.33	2.64
LE-intestine_up_vs_LE-reference	WBGene00013553	Y75B8A.18	Y75B8A.18	9.7	3.42	0	0.01	-1.34	2.26
LE-intestine_up_vs_LE-reference	WBGene00011966	T23G7.3	T23G7.3	11.66	3.4	0	0.01	-1.41	2.32
LE-intestine_up_vs_LE-reference	WBGene00009156	F26D10.12	clec-196	9.96	3.4	0	0.01	-1.41	2.76
LE-intestine_up_vs_LE-reference	WBGene00021605	Y46H3C.5	Y46H3C.5	11.12	3.39	0	0.01	-1.43	2.97
LE-intestine_up_vs_LE-reference	WBGene00019660	K11H12.4	K11H12.4	8.5	3.38	0	0.01	-1.45	2.27
LE-intestine_up_vs_LE-reference	WBGene00011124	R07H5.4	sdz-27	7.58	3.37	0	0.01	-1.48	2.25
LE-intestine_up_vs_LE-reference	WBGene00013004	Y48E1B.5	Y48E1B.5	9.51	3.37	0	0.01	-1.48	2.21
LE-intestine_up_vs_LE-reference	WBGene00017427	F13D11.1	F13D11.1	8.3	3.37	0	0.01	-1.5	2.46
LE-intestine_up_vs_LE-reference	WBGene00010386	H12D21.10	H12D21.10	8.69	3.36	0	0.01	-1.51	2.82
LE-intestine_up_vs_LE-reference	WBGene00003601	C32F10.6	nhr-2	8	3.36	0	0.01	-1.52	2.03
LE-intestine_up_vs_LE-reference	WBGene00007463	C08H9.2	C08H9.2	11.83	3.35	0	0.01	-1.54	2.09
LE-intestine_up_vs_LE-reference	WBGene00018242	F40G9.6	F40G9.6	7.43	3.35	0	0.01	-1.54	2.3
LE-intestine_up_vs_LE-reference	WBGene00008849	F15B9.5	try-10	8.38	3.35	0	0.01	-1.55	2.03
LE-intestine_up_vs_LE-reference	WBGene00003594	Y56A3A.13	nft-1	10.07	3.34	0	0.01	-1.56	2.05
LE-intestine_up_vs_LE-reference	WBGene00011902	T21E8.4	T21E8.4	7.96	3.34	0	0.01	-1.56	2.12
LE-intestine_up_vs_LE-reference	WBGene00009914	F49H6.13	F49H6.13	7.15	3.34	0	0.01	-1.57	2.01
LE-intestine_up_vs_LE-reference	WBGene00016657	C44E12.1	C44E12.1	9.07	3.34	0	0.01	-1.58	2.34
LE-intestine_up_vs_LE-reference	WBGene00010495	K02B12.2	K02B12.2	8.3	3.33	0	0.01	-1.61	2.26
LE-intestine_up_vs_LE-reference	WBGene00009266	F30A10.9	F30A10.9	9.76	3.33	0	0.01	-1.61	2.42
LE-intestine_up_vs_LE-reference	WBGene00013418	Y65A5A.1	Y65A5A.1	9.07	3.32	0	0.01	-1.63	2.12
LE-intestine_up_vs_LE-reference	WBGene00009179	F26H11.1	kbp-3	10.89	3.32	0	0.01	-1.64	2.19
LE-intestine_up_vs_LE-reference	WBGene00016195	C28H8.4	C28H8.4	11.28	3.31	0	0.01	-1.65	2.21
LE-intestine_up_vs_LE-reference	WBGene00006573	Y66D12A.22	tin-10	12.33	3.31	0	0.01	-1.67	2.02
LE-intestine_up_vs_LE-reference	WBGene00045276	F18E3.13	F18E3.13	9.02	3.31	0	0.01	-1.67	2.31
LE-intestine_up_vs_LE-reference	WBGene00010790	K12G11.3	sodh-1	9.54	3.3	0	0.01	-1.7	2.64
LE-intestine_up_vs_LE-reference	WBGene00001155	T05G5.6	ech-6	11.27	3.29	0	0.01	-1.71	2
LE-intestine_up_vs_LE-reference	WBGene00000558	R09B5.9	cnc-4	9.36	3.28	0	0.01	-1.74	2.89
LE-intestine_up_vs_LE-reference	WBGene00022765	ZK546.14	ZK546.14	11.3	3.28	0	0.01	-1.74	2.09
LE-intestine_up_vs_LE-reference	WBGene00008201	C49C3.11	C49C3.11	7.65	3.28	0	0.01	-1.76	2.16
LE-intestine_up_vs_LE-reference	WBGene00015610	C08F1.6	C08F1.6	8.32	3.27	0	0.01	-1.76	2.28
LE-intestine_up_vs_LE-reference	WBGene00000996	F49E8.5	dif-1	10.74	3.27	0	0.01	-1.77	2.22
LE-intestine_up_vs_LE-reference	WBGene00009452	F36A2.2	F36A2.2	10.61	3.27	0	0.01	-1.77	2.02
LE-intestine_up_vs_LE-reference	WBGene00012339	W07G4.5	W07G4.5	11.18	3.27	0	0.01	-1.78	2.36
LE-intestine_up_vs_LE-reference	WBGene00015225	B0507.8	B0507.8	8.75	3.27	0	0.01	-1.78	2.43
LE-intestine_up_vs_LE-reference	WBGene00011147	R08D7.7	R08D7.7	8.71	3.26	0	0.02	-1.8	2.03
LE-intestine_up_vs_LE-reference	WBGene00016009	C23F12.4	C23F12.4	9.92	3.26	0	0.02	-1.8	2.06
LE-intestine_up_vs_LE-reference	WBGene00045183	T28C6.10	T28C6.10	8.77	3.25	0	0.02	-1.84	3.05
LE-intestine_up_vs_LE-reference	WBGene00017501	F15E11.15	F15E11.15	8.53	3.24	0	0.02	-1.85	3.61
LE-intestine_up_vs_LE-reference	WBGene00000882	F42G9.2	cyn-6	11.19	3.24	0	0.02	-1.86	2.37
LE-intestine_up_vs_LE-reference	WBGene00008227	C50B8.5	C50B8.5	10.39	3.24	0	0.02	-1.86	2.55
LE-intestine_up_vs_LE-reference	WBGene00020574	T19D7.6	T19D7.6	8.2	3.22	0	0.02	-1.9	2.04
LE-intestine_up_vs_LE-reference	WBGene00009711	F44G4.1	F44G4.1	11.9	3.22	0	0.02	-1.9	2.08
LE-intestine_up_vs_LE-reference	WBGene00017365	F10G2.4	F10G2.4	7.66	3.21	0	0.02	-1.94	2.18
LE-intestine_up_vs_LE-reference	WBGene00022645	ZK6.11	ZK6.11	9.39	3.21	0	0.02	-1.94	2.09
LE-intestine_up_vs_LE-reference	WBGene00010341	F59F5.2	F59F5.2	8.54	3.21	0	0.02	-1.94	2.89
LE-intestine_up_vs_LE-reference	WBGene00018467	F45E1.7	sdpn-1	11.04	3.2	0	0.02	-1.97	2.15
LE-intestine_up_vs_LE-reference	WBGene00008563	F07H5.13	F07H5.13	9.24	3.19	0	0.02	-1.99	2.2
LE-intestine_up_vs_LE-reference	WBGene00008806	F14F3.3	tag-289	9.65	3.18	0	0.02	-2.01	2.08
LE-intestine_up_vs_LE-reference	WBGene00002274	F38A5.3	lec-11	9.53	3.18	0	0.02	-2.03	2.43
LE-intestine_up_vs_LE-reference	WBGene00019609	K10B3.1	K10B3.1	11.79	3.18	0	0.02	-2.03	3.08
LE-intestine_up_vs_LE-reference	WBGene00000983	F35B12.2	dhs-20	9.02	3.17	0	0.02	-2.04	2.3
LE-intestine_up_vs_LE-reference	WBGene00003654	C45E1.1	nhr-64	9.85	3.17	0	0.02	-2.06	2.33
LE-intestine_up_vs_LE-reference	WBGene00018725	F53A9.2	F53A9.2	9.06	3.17	0	0.02	-2.07	3.2
LE-intestine_up_vs_LE-reference	WBGene00003093	F58B3.1	lys-4	9.49	3.16	0	0.02	-2.07	2.17
LE-intestine_up_vs_LE-reference	WBGene00045400	C54D10.13	C54D10.13	8.22	3.14	0	0.02	-2.12	2.01
LE-intestine_up_vs_LE-reference	WBGene00018342	F42A10.6	F42A10.6	9.24	3.13	0	0.02	-2.17	2.11
LE-intestine_up_vs_LE-reference	WBGene00044564	ZK813.6	ZK813.6	8.31	3.12	0	0.02	-2.19	2.54
LE-intestine_up_vs_LE-reference	WBGene00020455	T12B5.8	fbxa-59	9.32	3.11	0	0.02	-2.21	2.49
LE-intestine_up_vs_LE-reference	WBGene00006547	F40H6.4	tbx-11	8.33	3.1	0	0.02	-2.24	2.04
LE-intestine_up_vs_LE-reference	WBGene00009728	F45E6.6	sdz-19	8.61	3.1	0	0.02	-2.25	2.14
LE-intestine_up_vs_LE-reference	WBGene00016367	C33G8.10	nhr-162	7.94	3.08	0	0.02	-2.29	2.19
LE-intestine_up_vs_LE-reference	WBGene00007508	C10C5.4	C10C5.4	8.11	3.06	0	0.02	-2.34	2.03
LE-intestine_up_vs_LE-reference	WBGene00012554	Y37D8A.16	Y37D8A.16	11.46	3.05	0	0.02	-2.37	2.03
LE-intestine_up_vs_LE-reference	WBGene00044429	T07H3.7	T07H3.7	7.18	3.05	0	0.02	-2.38	2.07
LE-intestine_up_vs_LE-reference	WBGene00000177	K07A1.16	aqp-9	9.08	3.02	0	0.03	-2.46	2.04
LE-intestine_up_vs_LE-reference	WBGene00008139	C47D12.5	C47D12.5	8.5	3.02	0	0.03	-2.47	2.41
LE-intestine_up_vs_LE-reference	WBGene00017197	F07C3.9	F07C3.9	9.86	3.01	0	0.03	-2.48	2.74
LE-intestine_up_vs_LE-reference	WBGene00004811	F47H4.10	skr-5	8.78	3.01	0	0.03	-2.48	2.06
LE-intestine_up_vs_LE-reference	WBGene00000539	F07B10.1	cln-3.1	8.51	3.01	0	0.03	-2.5	2.43
LE-intestine_up_vs_LE-reference	WBGene00010050	F54D5.4	F54D5.4	9.73	3	0	0.03	-2.5	2.48
LE-intestine_up_vs_LE-reference	WBGene00002124	F08G12.10	inx-2	9.61	3	0	0.03	-2.51	2.29
LE-intestine_up_vs_LE-reference	WBGene00008900	F16H6.10	F16H6.10	8.53	2.99	0	0.03	-2.54	2.22
LE-intestine_up_vs_LE-reference	WBGene00019021	F57H12.6	F57H12.6	8.9	2.99	0	0.03	-2.54	2.22
LE-intestine_up_vs_LE-reference	WBGene00017166	F01F1.12	F01F1.12	11.23	2.99	0	0.03	-2.54	2.27
LE-intestine_up_vs_LE-reference	WBGene00013857	ZC168.3	ZC168.3	9.62	2.98	0	0.03	-2.56	2.11
LE-intestine_up_vs_LE-reference	WBGene00010467	K01D12.8	K01D12.8	8.6	2.97	0	0.03	-2.59	2
LE-intestine_up_vs_LE-reference	WBGene00004859	W06B3.2	sma-5	9.7	2.97	0	0.03	-2.59	2.09
LE-intestine_up_vs_LE-reference	WBGene00007393	C06H5.2	fbxa-157	8.27	2.96	0	0.03	-2.61	2.27
LE-intestine_up_vs_LE-reference	WBGene00020216	T04G9.5	trap-2	11.33	2.96	0	0.03	-2.62	2.02
LE-intestine_up_vs_LE-reference	WBGene00000993	T25G12.7	dhs-30	9.25	2.96	0	0.03	-2.63	2.04
LE-intestine_up_vs_LE-reference	WBGene00021557	Y45G5AM.5	Y45G5AM.5	8.81	2.96	0	0.03	-2.63	2.55
LE-intestine_up_vs_LE-reference	WBGene00022346	Y82E9BR.13	Y82E9BR.13	8.49	2.95	0	0.03	-2.63	2.28
LE-intestine_up_vs_LE-reference	WBGene00017954	F31E8.4	F31E8.4	9.71	2.95	0	0.03	-2.65	2.06
LE-intestine_up_vs_LE-reference	WBGene00018241	F40G9.5	F40G9.5	9.12	2.94	0	0.03	-2.66	2.15
LE-intestine_up_vs_LE-reference	WBGene00003844	K11C4.4	odc-1	10.45	2.94	0	0.03	-2.68	2.36
LE-intestine_up_vs_LE-reference	WBGene00021590	Y46D2A.2	Y46D2A.2	8.75	2.93	0	0.03	-2.69	2.27
LE-intestine_up_vs_LE-reference	WBGene00015829	C16C4.5	math-15	8.06	2.93	0	0.03	-2.69	2.1
LE-intestine_up_vs_LE-reference	WBGene00016998	D1005.4	D1005.4	8.46	2.92	0	0.03	-2.72	2.24
LE-intestine_up_vs_LE-reference	WBGene00011083	R07B1.12	glo-1	9.09	2.91	0	0.03	-2.75	2.13
LE-intestine_up_vs_LE-reference	WBGene00020064	R13F6.1	kbp-1	8.79	2.91	0	0.03	-2.75	2.39
LE-intestine_up_vs_LE-reference	WBGene00015823	C16B8.3	C16B8.3	11.07	2.9	0	0.03	-2.76	2.06
LE-intestine_up_vs_LE-reference	WBGene00019605	K10B2.2	K10B2.2	8.56	2.9	0.01	0.03	-2.77	2.14
LE-intestine_up_vs_LE-reference	WBGene00010625	K07C5.2	K07C5.2	9.26	2.9	0.01	0.03	-2.78	2.1
LE-intestine_up_vs_LE-reference	WBGene00009963	F53B6.8	fipr-26	8.84	2.9	0.01	0.03	-2.78	2.34
LE-intestine_up_vs_LE-reference	WBGene00018614	F48G7.2	F48G7.2	7.84	2.89	0.01	0.03	-2.78	2.14
LE-intestine_up_vs_LE-reference	WBGene00008553	F07C6.2	F07C6.2	9.03	2.88	0.01	0.04	-2.83	2.55
LE-intestine_up_vs_LE-reference	WBGene00011831	T19B10.2	T19B10.2	10.68	2.87	0.01	0.04	-2.84	2.34
LE-intestine_up_vs_LE-reference	WBGene00003008	Y54G2A.1	lin-22	8.09	2.87	0.01	0.04	-2.85	2.15
LE-intestine_up_vs_LE-reference	WBGene00019921	R07C3.5	R07C3.5	7.95	2.87	0.01	0.04	-2.86	2.1
LE-intestine_up_vs_LE-reference	WBGene00007726	C25F9.6	C25F9.6	7.94	2.86	0.01	0.04	-2.87	2.24
LE-intestine_up_vs_LE-reference	WBGene00010568	K04G2.10	K04G2.10	7.76	2.85	0.01	0.04	-2.89	2.03
LE-intestine_up_vs_LE-reference	WBGene00010637	K07F5.12	K07F5.12	8.85	2.84	0.01	0.04	-2.92	2.07
LE-intestine_up_vs_LE-reference	WBGene00004821	F54D10.1	skr-15	8.57	2.81	0.01	0.04	-2.99	2.03
LE-intestine_up_vs_LE-reference	WBGene00015650	C09G4.2	C09G4.2	10.87	2.81	0.01	0.04	-3.01	2.2
LE-intestine_up_vs_LE-reference	WBGene00009512	F37H8.3	F37H8.3	10.03	2.77	0.01	0.04	-3.09	2.6
LE-intestine_up_vs_LE-reference	WBGene00015339	C02E7.6	C02E7.6	10.9	2.77	0.01	0.04	-3.1	2.04
LE-intestine_up_vs_LE-reference	WBGene00010461	K01D12.1	K01D12.1	7.93	2.77	0.01	0.05	-3.11	2.21
LE-intestine_up_vs_LE-reference	WBGene00000928	M03A1.7	dao-2	12.22	2.76	0.01	0.05	-3.11	2.32
LE-intestine_up_vs_LE-reference	WBGene00016763	C49A9.9	C49A9.9	9.44	2.76	0.01	0.05	-3.13	2.08
LE-intestine_up_vs_LE-reference	WBGene00050906	F20E11.17	F20E11.17	8.6	2.73	0.01	0.05	-3.19	2.32
LE-intestine_up_vs_LE-reference	WBGene00017713	F22E5.20	F22E5.20	7.97	2.73	0.01	0.05	-3.2	2.23
LE-intestine_up_vs_LE-reference	WBGene00004819	C52D10.8	skr-13	8.13	2.72	0.01	0.05	-3.21	2.81
